FAIXA ETÁRIA,SEXO,COR OU RACA,SITUACÃO DE CONCLUSÃO,ANO QUE CONCLUIU,ESCOLA,ENSINO,ESTADO DA ESCOLA,DEPENDÊNCIA ADM DA ESCOLA,LOCALIZACAO DA ESCOLA,SG_UF_PROVA,PRESENCA CIÊNCIAS DA NATUREZA,PRESENCA CIÊNCIAS HUMANAS,PRESENCA LINGUAGENS E CÓDIGOS,PRESENCA MATEMÁTICA,CÓDIGO DA PROVA CIÊNCIAS DA NATUREZA,CÓDIGO DA PROVA CIÊNCIAS HUMANAS,CÓDIGO DA PROVA LINGUAGENS E CÓDIGOS,CÓDIGO DA PROVA MATEMÁTICA,NOTA CIÊNCIAS DA NATUREZA,NOTA CIÊNCIAS HUMANAS,NOTA LINGUAGENS E CÓDIGOS,NOTA MATEMÁTICA,LÍNGUA ESTRANGEIRA,STATUS DA REDACÃO,NOTA REDACÃO,NOTA TOTAL,"FAIXA SALARIAL",POSSUI INTERNET EM CASA
Entre 31 e 35 anos,F,Branca,Já conluí o Ensino Médio,2009,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,543.0,601.8,599.1,638.1,Espanhol,Sem problemas,600.0,228.6,"De R$ 1.818,01 até R$ 2.424,00.",Sim
18 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,MA,Estadual,Urbana,MA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,447.4,408.7,421.6,383.0,Inglês,Em Branco,0.0,76.6,"Até R$ 1.212,00",Sim
20 anos,F,Branca,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,AM,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
Entre 26 e 30 anos,F,Não declarado,Já conluí o Ensino Médio,2008,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PB,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul (Digital),Branca (Digital),Branca (Digital),Azul (Digital),452.1,510.7,573.6,519.4,Espanhol,Sem problemas,540.0,108.0,"Até R$ 1.212,00",Sim
23 anos,F,Parda,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RN,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,492.0,462.0,468.9,567.7,Espanhol,Sem problemas,560.0,302.8,"De R$ 1.212,01 até R$ 1.818,00.",Sim
Entre 26 e 30 anos,M,Branca,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RS,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Não
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,SP,Estadual,Urbana,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,607.6,567.7,590.6,610.9,Espanhol,Sem problemas,540.0,108.0,"De R$ 4.848,01 até R$ 6.060,00.",Sim
18 anos,F,Preta,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,RJ,Privada,Urbana,RJ,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,548.3,606.7,609.3,601.8,Inglês,Sem problemas,960.0,192.0,"Até R$ 1.212,00",Sim
17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,AM,Estadual,Urbana,AM,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,529.5,398.3,509.9,501.3,Espanhol,Sem problemas,700.0,140.0,"De R$ 3.636,01 até R$ 4.848,00.",Sim
17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,AL,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
19 anos,M,Amarela,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,421.9,497.2,487.1,484.5,Inglês,Sem problemas,340.0,68.0,"Até R$ 1.212,00",Não
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,RJ,Privada,Urbana,RJ,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,517.6,539.1,570.3,548.1,Inglês,Sem problemas,840.0,168.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,RJ,Privada,Urbana,RJ,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,566.1,622.7,582.9,828.4,Inglês,Sem problemas,840.0,168.0,"De R$ 4.848,01 até R$ 6.060,00.",Sim
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,RJ,Estadual,Urbana,RJ,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,466.9,519.6,494.4,495.6,Inglês,Sem problemas,680.0,136.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,519.9,562.0,535.4,507.9,Inglês,Sem problemas,680.0,248.4,"De R$ 1.818,01 até R$ 2.424,00.",Não
Menor de 17 anos,F,Branca,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MG,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 2.424,01 até R$ 3.030,00.",Sim
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,SE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,450.9,561.4,589.4,480.6,Espanhol,Sem problemas,880.0,176.0,"Até R$ 1.212,00",Sim
19 anos,F,Não declarado,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,CE,Estadual,Urbana,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,530.4,503.7,510.1,498.1,Espanhol,Sem problemas,520.0,104.0,"Até R$ 1.212,00",Sim
17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,CE,Estadual,Urbana,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,418.0,448.9,404.5,464.6,Espanhol,Sem problemas,560.0,195.6,"Até R$ 1.212,00",Sim
18 anos,F,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,519.4,587.9,562.5,608.4,Inglês,Sem problemas,640.0,128.0,"Até R$ 1.212,00",Sim
Menor de 17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,BA,Federal,Urbana,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,624.9,657.6,637.2,719.4,Inglês,Sem problemas,840.0,168.0,"De R$ 14.544,01 até R$ 18.180,00.",Sim
Entre 31 e 35 anos,F,Não declarado,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MG,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
Entre 26 e 30 anos,M,Preta,Já conluí o Ensino Médio,2012,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"Até R$ 1.212,00",Não
17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,SP,Privada,Urbana,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,457.5,512.9,508.5,717.5,Inglês,Sem problemas,660.0,132.0,"De R$ 10.908,01 até R$ 12.120,00.",Sim
17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,CE,Estadual,Urbana,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,412.4,429.0,405.9,376.3,Espanhol,Sem problemas,300.0,145.8,"Até R$ 1.212,00",Sim
Entre 31 e 35 anos,M,Branca,Já conluí o Ensino Médio,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RJ,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
18 anos,F,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PB,Faltou à prova,Presente na prova,Presente na prova,Faltou à prova,Não identificado,Amarela,Amarela,Não identificado,,513.2,438.2,,Espanhol,Sem problemas,360.0,72.0,Nenhuma Renda,Não
19 anos,F,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PI,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,438.8,460.7,403.3,355.9,Espanhol,Sem problemas,760.0,152.0,"Até R$ 1.212,00",Não
23 anos,M,Preta,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Não respondeu,BA,Estadual,Urbana,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,424.6,531.5,450.6,430.2,Inglês,Sem problemas,500.0,100.0,Nenhuma Renda,Sim
19 anos,M,Branca,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,419.0,553.8,471.9,468.4,Inglês,Sem problemas,560.0,195.8,"De R$ 2.424,01 até R$ 3.030,00.",Sim
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,PE,Estadual,Urbana,PE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,567.1,552.6,499.9,569.1,Inglês,Sem problemas,680.0,136.0,"Até R$ 1.212,00",Sim
19 anos,F,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,424.9,488.8,486.5,587.0,Espanhol,Sem problemas,500.0,217.4,"De R$ 1.212,01 até R$ 1.818,00.",Sim
19 anos,F,Preta,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PA,Faltou à prova,Presente na prova,Presente na prova,Faltou à prova,Não identificado,Amarela,Amarela,Não identificado,,504.8,448.4,,Espanhol,Sem problemas,480.0,96.0,"Até R$ 1.212,00",Não
18 anos,M,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,605.7,578.2,598.7,523.0,Inglês,Sem problemas,640.0,232.6,"De R$ 4.848,01 até R$ 6.060,00.",Sim
Entre 51 e 55 anos,M,Branca,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RJ,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,562.7,678.3,608.8,817.0,Inglês,Sem problemas,620.0,287.4,"De R$ 10.908,01 até R$ 12.120,00.",Sim
21 anos,F,Preta,Já conluí o Ensino Médio,2019,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,654.0,647.1,585.4,655.7,Espanhol,Sem problemas,940.0,318.8,"Até R$ 1.212,00",Sim
17 anos,F,Branca,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,418.8,479.2,469.1,447.2,Inglês,Sem problemas,580.0,116.0,Nenhuma Renda,Sim
21 anos,F,Branca,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,624.1,651.8,686.8,775.1,Inglês,Sem problemas,780.0,156.0,"Até R$ 1.212,00",Sim
Entre 41 e 45 anos,M,Branca,Já conluí o Ensino Médio,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,450.4,608.2,426.6,380.1,Espanhol,Sem problemas,440.0,88.0,"Até R$ 1.212,00",Sim
20 anos,M,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,SP,Estadual,Urbana,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,470.3,567.9,586.4,571.0,Inglês,Sem problemas,800.0,274.2,"De R$ 3.636,01 até R$ 4.848,00.",Sim
19 anos,F,Preta,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,412.3,562.3,560.0,505.1,Espanhol,Sem problemas,600.0,232.0,"Até R$ 1.212,00",Sim
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,MG,Estadual,Urbana,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,469.9,579.2,562.2,560.4,Inglês,Sem problemas,860.0,172.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,GO,Privada,Urbana,GO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,515.6,472.7,527.4,391.2,Espanhol,Sem problemas,700.0,140.0,"De R$ 3.636,01 até R$ 4.848,00.",Sim
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,CE,Estadual,Urbana,CE,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
20 anos,F,Parda,Já conluí o Ensino Médio,2019,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SE,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
18 anos,F,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,498.6,534.6,476.9,616.1,Espanhol,Sem problemas,740.0,148.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
23 anos,F,Branca,Já conluí o Ensino Médio,2016,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,CE,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
Entre 31 e 35 anos,F,Branca,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,641.8,668.6,652.6,708.5,Inglês,Sem problemas,700.0,140.0,"De R$ 3.636,01 até R$ 4.848,00.",Sim
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,MA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,491.0,521.8,483.1,383.3,Espanhol,Sem problemas,740.0,246.2,"Até R$ 1.212,00",Sim
18 anos,F,Preta,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,BA,Estadual,Urbana,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,398.6,526.7,475.8,508.8,Inglês,Sem problemas,580.0,116.0,Nenhuma Renda,Sim
18 anos,F,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,399.4,505.0,550.4,611.2,Inglês,Sem problemas,360.0,173.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
20 anos,M,Branca,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,596.0,729.7,659.1,701.1,Inglês,Sem problemas,760.0,271.2,"De R$ 1.818,01 até R$ 2.424,00.",Sim
21 anos,M,Parda,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,585.6,574.1,489.9,608.1,Espanhol,Sem problemas,560.0,112.0,"Até R$ 1.212,00",Sim
25 anos,F,Parda,Já conluí o Ensino Médio,2016,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
21 anos,M,Não declarado,Já conluí o Ensino Médio,2019,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RJ,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
20 anos,F,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,450.6,579.6,509.6,594.1,Inglês,Sem problemas,640.0,128.0,"Até R$ 1.212,00",Não
17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,PA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,596.5,621.7,519.1,590.2,Inglês,Sem problemas,880.0,176.0,"De R$ 10.908,01 até R$ 12.120,00.",Sim
Entre 36 e 40 anos,F,Amarela,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,503.7,486.1,467.9,348.5,Espanhol,Sem problemas,640.0,128.0,"Até R$ 1.212,00",Não
23 anos,M,Parda,Já conluí o Ensino Médio,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,AM,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,ES,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,578.2,616.1,629.0,549.7,Inglês,Sem problemas,740.0,273.8,"De R$ 2.424,01 até R$ 3.030,00.",Sim
